2024-10-14 19:44:52 INFO  baseClass:49 - Hi
2024-10-18 01:28:21 INFO  baseClass:31 - Clicked the Login Button
2024-10-18 01:28:24 INFO  baseClass:35 - Clicked on the PIM
2024-10-18 01:28:27 INFO  baseClass:38 - Clicked on the AddEmployee tab
2024-10-18 01:28:29 INFO  baseClass:41 - Entering Employee first name
2024-10-18 01:28:31 INFO  baseClass:44 - Entering Employee Middle Name
2024-10-18 01:28:33 INFO  baseClass:47 - Entering Employee Last Name
2024-10-18 01:28:39 INFO  baseClass:50 - Entering Employee ID Number
2024-10-18 01:28:39 INFO  baseClass:52 - Clicked on the CheckBox
2024-10-18 01:28:41 INFO  baseClass:55 - Entering Employee Username
2024-10-18 01:28:46 INFO  baseClass:58 - Entering Employee Password
2024-10-18 01:28:50 INFO  baseClass:61 - Entering Employee Password Again
2024-10-18 01:28:50 INFO  baseClass:63 - Clicked on the Save Button
2024-10-18 01:28:57 INFO  baseClass:66 - Clicked on the Profile icon
2024-10-18 01:29:00 INFO  baseClass:69 - SuccessFully Logged Out
2024-10-18 01:29:00 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:29:04 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:29:04 INFO  baseClass:20 - Entering the Employee Username
2024-10-18 01:29:05 INFO  baseClass:22 - Entering the Employee Password
2024-10-18 01:29:05 INFO  baseClass:24 - Clicked On the LoginButton
2024-10-18 01:29:06 INFO  baseClass:26 - Validating the Username is Correct
2024-10-18 01:29:06 INFO  baseClass:28 - Clicking on the Profile Icon
2024-10-18 01:29:09 INFO  baseClass:31 - Successfully Logged Out
2024-10-18 01:29:09 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:29:13 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:29:14 INFO  baseClass:24 - Entering the Username
2024-10-18 01:29:14 INFO  baseClass:26 - Entering the Password
2024-10-18 01:29:15 INFO  baseClass:28 - Clicked on the login Button
2024-10-18 01:29:17 INFO  baseClass:31 - Clicked on Information
2024-10-18 01:29:23 INFO  baseClass:35 - Clicked on the Nationality
2024-10-18 01:29:25 INFO  baseClass:38 - Selected the Nationality 
2024-10-18 01:29:27 INFO  baseClass:41 - Clicked on the Marital Status
2024-10-18 01:29:29 INFO  baseClass:44 - Selected Marital Status value
2024-10-18 01:29:31 INFO  baseClass:47 - Selected the Gender
2024-10-18 01:29:34 INFO  baseClass:50 - Clicked on Save
2024-10-18 01:29:36 INFO  baseClass:53 - Clicked on the BloodGroup
2024-10-18 01:29:39 INFO  baseClass:56 - Selected the BloodGroup Value
2024-10-18 01:29:39 INFO  baseClass:58 - Clicked on the Save Button
2024-10-18 01:29:39 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:29:43 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:29:44 INFO  baseClass:36 - Entering the UserName
2024-10-18 01:29:44 INFO  baseClass:38 - Entering the Password
2024-10-18 01:29:45 INFO  baseClass:40 - Clicked on the Login Button
2024-10-18 01:29:47 INFO  baseClass:43 - Clicked on the Personal Information tab
2024-10-18 01:29:48 INFO  baseClass:46 - Clicked on the Qualification Link
2024-10-18 01:29:48 INFO  baseClass:48 - Clicked on the WorkExperience AddButton
2024-10-18 01:29:51 INFO  baseClass:51 - Entered the Company Name
2024-10-18 01:29:53 INFO  baseClass:54 - Entered the Job Position
2024-10-18 01:29:55 INFO  baseClass:57 - Entered the FromDate
2024-10-18 01:29:57 INFO  baseClass:60 - Entered the ToDate
2024-10-18 01:30:02 INFO  baseClass:63 - Clicked on the Save Button
2024-10-18 01:30:04 INFO  baseClass:66 - Clicked on the Education Add Button
2024-10-18 01:30:06 INFO  baseClass:69 - Clicked on the Education Level
2024-10-18 01:30:16 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:30:20 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:30:21 INFO  baseClass:32 - Entered the Admin Username
2024-10-18 01:30:23 INFO  baseClass:35 - Entered the Admin Password
2024-10-18 01:30:25 INFO  baseClass:38 - Clicked on the Login Button
2024-10-18 01:30:28 INFO  baseClass:42 - Clicked on the PIM
2024-10-18 01:30:30 INFO  baseClass:45 - Checked the EmployeeList is selected OR Not
2024-10-18 01:31:55 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:31:55 INFO  baseClass:36 - Entering the UserName
2024-10-18 01:31:56 INFO  baseClass:38 - Entering the Password
2024-10-18 01:31:57 INFO  baseClass:40 - Clicked on the Login Button
2024-10-18 01:32:07 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:32:35 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:32:36 INFO  baseClass:36 - Entering the UserName
2024-10-18 01:32:36 INFO  baseClass:38 - Entering the Password
2024-10-18 01:32:36 INFO  baseClass:40 - Clicked on the Login Button
2024-10-18 01:32:55 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:32:57 INFO  baseClass:25 - Entering Admin Username
2024-10-18 01:32:59 INFO  baseClass:28 - Entering the Admin Password
2024-10-18 01:33:02 INFO  baseClass:31 - Clicked the Login Button
2024-10-18 01:33:05 INFO  baseClass:35 - Clicked on the PIM
2024-10-18 01:33:08 INFO  baseClass:38 - Clicked on the AddEmployee tab
2024-10-18 01:33:10 INFO  baseClass:41 - Entering Employee first name
2024-10-18 01:33:12 INFO  baseClass:44 - Entering Employee Middle Name
2024-10-18 01:33:14 INFO  baseClass:47 - Entering Employee Last Name
2024-10-18 01:33:20 INFO  baseClass:50 - Entering Employee ID Number
2024-10-18 01:33:20 INFO  baseClass:52 - Clicked on the CheckBox
2024-10-18 01:33:23 INFO  baseClass:55 - Entering Employee Username
2024-10-18 01:33:27 INFO  baseClass:58 - Entering Employee Password
2024-10-18 01:33:31 INFO  baseClass:61 - Entering Employee Password Again
2024-10-18 01:33:31 INFO  baseClass:63 - Clicked on the Save Button
2024-10-18 01:33:38 INFO  baseClass:66 - Clicked on the Profile icon
2024-10-18 01:33:41 INFO  baseClass:69 - SuccessFully Logged Out
2024-10-18 01:33:41 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:34:03 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:34:04 INFO  baseClass:36 - Entering the UserName
2024-10-18 01:34:04 INFO  baseClass:38 - Entering the Password
2024-10-18 01:34:04 INFO  baseClass:40 - Clicked on the Login Button
2024-10-18 01:34:07 INFO  baseClass:43 - Clicked on the Personal Information tab
2024-10-18 01:34:08 INFO  baseClass:46 - Clicked on the Qualification Link
2024-10-18 01:34:08 INFO  baseClass:48 - Clicked on the WorkExperience AddButton
2024-10-18 01:34:10 INFO  baseClass:51 - Entered the Company Name
2024-10-18 01:34:12 INFO  baseClass:54 - Entered the Job Position
2024-10-18 01:34:15 INFO  baseClass:57 - Entered the FromDate
2024-10-18 01:34:17 INFO  baseClass:60 - Entered the ToDate
2024-10-18 01:34:22 INFO  baseClass:63 - Clicked on the Save Button
2024-10-18 01:34:24 INFO  baseClass:66 - Clicked on the Education Add Button
2024-10-18 01:34:26 INFO  baseClass:69 - Clicked on the Education Level
2024-10-18 01:34:28 INFO  baseClass:72 - Entered the Education Level
2024-10-18 01:34:30 INFO  baseClass:75 - Entered the Institution name
2024-10-18 01:34:31 INFO  baseClass:78 - Entered the Course Name
2024-10-18 01:34:32 INFO  baseClass:81 - Entered the Completed Year
2024-10-18 01:34:33 INFO  baseClass:84 - Entered the CGPA
2024-10-18 01:34:35 INFO  baseClass:87 - Entered the From Date
2024-10-18 01:34:37 INFO  baseClass:90 - Entered the To Date
2024-10-18 01:34:37 INFO  baseClass:92 - Clicked the Save Button
2024-10-18 01:34:37 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:34:50 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:34:51 INFO  baseClass:32 - Entered the Admin Username
2024-10-18 01:34:53 INFO  baseClass:35 - Entered the Admin Password
2024-10-18 01:34:55 INFO  baseClass:38 - Clicked on the Login Button
2024-10-18 01:34:58 INFO  baseClass:42 - Clicked on the PIM
2024-10-18 01:35:00 INFO  baseClass:45 - Checked the EmployeeList is selected OR Not
2024-10-18 01:36:35 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:36:36 INFO  baseClass:23 - Entering the Admin Username
2024-10-18 01:36:38 INFO  baseClass:26 - Entering the Admin Password
2024-10-18 01:36:40 INFO  baseClass:29 - Clicked on the Login Button
2024-10-18 01:36:42 INFO  baseClass:32 - Clicked on the Profile
2024-10-18 01:36:45 INFO  baseClass:36 - Successfully Logged Out
2024-10-18 01:36:45 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:36:49 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:36:52 INFO  baseClass:25 - Entering Admin Username
2024-10-18 01:36:54 INFO  baseClass:28 - Entering the Admin Password
2024-10-18 01:36:56 INFO  baseClass:31 - Clicked the Login Button
2024-10-18 01:36:59 INFO  baseClass:35 - Clicked on the PIM
2024-10-18 01:37:01 INFO  baseClass:38 - Clicked on the AddEmployee tab
2024-10-18 01:37:03 INFO  baseClass:41 - Entering Employee first name
2024-10-18 01:37:05 INFO  baseClass:44 - Entering Employee Middle Name
2024-10-18 01:37:08 INFO  baseClass:47 - Entering Employee Last Name
2024-10-18 01:37:14 INFO  baseClass:50 - Entering Employee ID Number
2024-10-18 01:37:14 INFO  baseClass:52 - Clicked on the CheckBox
2024-10-18 01:37:16 INFO  baseClass:55 - Entering Employee Username
2024-10-18 01:37:20 INFO  baseClass:58 - Entering Employee Password
2024-10-18 01:37:24 INFO  baseClass:61 - Entering Employee Password Again
2024-10-18 01:37:24 INFO  baseClass:63 - Clicked on the Save Button
2024-10-18 01:37:31 INFO  baseClass:66 - Clicked on the Profile icon
2024-10-18 01:37:34 INFO  baseClass:69 - SuccessFully Logged Out
2024-10-18 01:37:34 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:37:39 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:37:39 INFO  baseClass:20 - Entering the Employee Username
2024-10-18 01:37:39 INFO  baseClass:22 - Entering the Employee Password
2024-10-18 01:37:39 INFO  baseClass:24 - Clicked On the LoginButton
2024-10-18 01:37:41 INFO  baseClass:26 - Validating the Username is Correct
2024-10-18 01:37:41 INFO  baseClass:28 - Clicking on the Profile Icon
2024-10-18 01:37:44 INFO  baseClass:31 - Successfully Logged Out
2024-10-18 01:37:44 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:37:48 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:37:48 INFO  baseClass:24 - Entering the Username
2024-10-18 01:37:49 INFO  baseClass:26 - Entering the Password
2024-10-18 01:37:50 INFO  baseClass:28 - Clicked on the login Button
2024-10-18 01:37:51 INFO  baseClass:31 - Clicked on Information
2024-10-18 01:37:57 INFO  baseClass:35 - Clicked on the Nationality
2024-10-18 01:37:59 INFO  baseClass:38 - Selected the Nationality 
2024-10-18 01:38:01 INFO  baseClass:41 - Clicked on the Marital Status
2024-10-18 01:38:04 INFO  baseClass:44 - Selected Marital Status value
2024-10-18 01:38:06 INFO  baseClass:47 - Selected the Gender
2024-10-18 01:38:09 INFO  baseClass:50 - Clicked on Save
2024-10-18 01:38:11 INFO  baseClass:53 - Clicked on the BloodGroup
2024-10-18 01:38:13 INFO  baseClass:56 - Selected the BloodGroup Value
2024-10-18 01:38:13 INFO  baseClass:58 - Clicked on the Save Button
2024-10-18 01:38:13 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:38:17 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:38:18 INFO  baseClass:36 - Entering the UserName
2024-10-18 01:38:18 INFO  baseClass:38 - Entering the Password
2024-10-18 01:38:19 INFO  baseClass:40 - Clicked on the Login Button
2024-10-18 01:38:21 INFO  baseClass:43 - Clicked on the Personal Information tab
2024-10-18 01:38:22 INFO  baseClass:46 - Clicked on the Qualification Link
2024-10-18 01:38:22 INFO  baseClass:48 - Clicked on the WorkExperience AddButton
2024-10-18 01:38:25 INFO  baseClass:51 - Entered the Company Name
2024-10-18 01:38:27 INFO  baseClass:54 - Entered the Job Position
2024-10-18 01:38:29 INFO  baseClass:57 - Entered the FromDate
2024-10-18 01:38:31 INFO  baseClass:60 - Entered the ToDate
2024-10-18 01:38:36 INFO  baseClass:63 - Clicked on the Save Button
2024-10-18 01:38:38 INFO  baseClass:66 - Clicked on the Education Add Button
2024-10-18 01:38:40 INFO  baseClass:69 - Clicked on the Education Level
2024-10-18 01:38:42 INFO  baseClass:72 - Entered the Education Level
2024-10-18 01:38:44 INFO  baseClass:75 - Entered the Institution name
2024-10-18 01:38:46 INFO  baseClass:78 - Entered the Course Name
2024-10-18 01:38:47 INFO  baseClass:81 - Entered the Completed Year
2024-10-18 01:38:48 INFO  baseClass:84 - Entered the CGPA
2024-10-18 01:38:49 INFO  baseClass:87 - Entered the From Date
2024-10-18 01:38:51 INFO  baseClass:90 - Entered the To Date
2024-10-18 01:38:51 INFO  baseClass:92 - Clicked the Save Button
2024-10-18 01:38:51 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:38:55 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:38:56 INFO  baseClass:33 - Entered the Admin Username
2024-10-18 01:38:58 INFO  baseClass:36 - Entered the Admin Password
2024-10-18 01:39:00 INFO  baseClass:39 - Clicked on the Login Button
2024-10-18 01:39:03 INFO  baseClass:43 - Clicked on the PIM
2024-10-18 01:39:05 INFO  baseClass:46 - Checked the EmployeeList is selected OR Not
2024-10-18 13:42:27 INFO  baseClass:67 - The URL is Opening
2024-10-18 13:42:29 INFO  baseClass:23 - Entering the Admin Username
2024-10-18 13:42:31 INFO  baseClass:27 - Entering the Admin Password
2024-10-18 13:42:34 INFO  baseClass:30 - Clicked on the Login Button
2024-10-18 13:42:36 INFO  baseClass:33 - Clicked on the Profile
2024-10-18 13:42:39 INFO  baseClass:37 - Successfully Logged Out
2024-10-18 13:42:39 INFO  baseClass:81 - Clossing the Browser
2024-10-18 13:50:52 INFO  baseClass:67 - The URL is Opening
2024-10-18 13:50:54 INFO  baseClass:23 - Entering the Admin Username
2024-10-18 13:50:56 INFO  baseClass:27 - Entering the Admin Password
2024-10-18 13:51:00 INFO  baseClass:30 - Clicked on the Login Button
2024-10-18 13:51:02 INFO  baseClass:33 - Clicked on the Profile
2024-10-18 13:51:05 INFO  baseClass:37 - Successfully Logged Out
2024-10-18 13:51:05 INFO  baseClass:81 - Clossing the Browser
2024-10-18 14:08:41 INFO  baseClass:67 - The URL is Opening
2024-10-18 14:08:43 INFO  baseClass:23 - Entering the Admin Username
2024-10-18 14:08:45 INFO  baseClass:27 - Entering the Admin Password
2024-10-18 14:08:49 INFO  baseClass:31 - Clicked on the Login Button
2024-10-18 14:08:51 INFO  baseClass:35 - Clicked on the Profile
2024-10-18 14:08:54 INFO  baseClass:40 - Successfully Logged Out
2024-10-18 14:08:55 INFO  baseClass:81 - Clossing the Browser
2024-10-18 14:11:38 INFO  baseClass:67 - The URL is Opening
2024-10-18 14:11:40 INFO  baseClass:23 - Entering the Admin Username
2024-10-18 14:11:42 INFO  baseClass:27 - Entering the Admin Password
2024-10-18 14:11:50 INFO  baseClass:32 - Clicked on the Login Button
2024-10-18 14:11:52 INFO  baseClass:36 - Clicked on the Profile
2024-10-18 14:11:56 INFO  baseClass:41 - Successfully Logged Out
2024-10-18 14:11:59 INFO  baseClass:81 - Clossing the Browser
2024-10-18 14:34:55 INFO  baseClass:67 - The URL is Opening
2024-10-18 14:34:58 INFO  baseClass:26 - Entering Admin Username
2024-10-18 14:35:01 INFO  baseClass:31 - Entering the Admin Password
2024-10-18 14:35:03 INFO  baseClass:36 - Clicked the Login Button
2024-10-18 14:35:06 INFO  baseClass:42 - Clicked on the PIM
2024-10-18 14:35:11 INFO  baseClass:47 - Clicked on the AddEmployee tab
2024-10-18 14:35:16 INFO  baseClass:52 - Entering Employee first name
2024-10-18 14:35:20 INFO  baseClass:57 - Entering Employee Middle Name
2024-10-18 14:35:24 INFO  baseClass:62 - Entering Employee Last Name
2024-10-18 14:35:33 INFO  baseClass:67 - Entering Employee ID Number
2024-10-18 14:35:37 INFO  baseClass:72 - Clicked on the CheckBox
2024-10-18 14:35:39 INFO  baseClass:76 - Entering Employee Username
2024-10-18 14:35:44 INFO  baseClass:82 - Entering Employee Password
2024-10-18 14:35:48 INFO  baseClass:87 - Entering Employee Password Again
2024-10-18 14:35:49 INFO  baseClass:91 - Clicked on the Save Button
2024-10-18 14:35:56 INFO  baseClass:96 - Clicked on the Profile icon
2024-10-18 14:36:04 INFO  baseClass:102 - SuccessFully Logged Out
2024-10-18 14:36:05 INFO  baseClass:81 - Clossing the Browser
2024-10-18 14:55:13 INFO  baseClass:67 - The URL is Opening
2024-10-18 14:55:18 INFO  baseClass:26 - Entering the Username
2024-10-18 14:55:21 INFO  baseClass:30 - Entering the Password
2024-10-18 14:55:24 INFO  baseClass:35 - Clicked on the login Button
2024-10-18 15:33:15 INFO  baseClass:67 - The URL is Opening
2024-10-18 15:33:17 INFO  baseClass:23 - Entering the Admin Username
2024-10-18 15:33:19 INFO  baseClass:28 - Entering the Admin Password
2024-10-18 15:33:25 INFO  baseClass:34 - Clicked on the Login Button
2024-10-18 15:33:26 INFO  baseClass:38 - Clicked on the Profile
2024-10-18 15:33:29 INFO  baseClass:43 - Successfully Logged Out
2024-10-18 15:33:33 INFO  baseClass:81 - Clossing the Browser
2024-10-18 15:33:39 INFO  baseClass:67 - The URL is Opening
2024-10-18 15:33:42 INFO  baseClass:26 - Entering Admin Username
2024-10-18 15:33:44 INFO  baseClass:31 - Entering the Admin Password
2024-10-18 15:33:46 INFO  baseClass:36 - Clicked the Login Button
2024-10-18 15:33:50 INFO  baseClass:42 - Clicked on the PIM
2024-10-18 15:33:54 INFO  baseClass:47 - Clicked on the AddEmployee tab
2024-10-18 15:33:59 INFO  baseClass:52 - Entering Employee first name
2024-10-18 15:34:03 INFO  baseClass:57 - Entering Employee Middle Name
2024-10-18 15:34:08 INFO  baseClass:62 - Entering Employee Last Name
2024-10-18 15:34:16 INFO  baseClass:67 - Entering Employee ID Number
2024-10-18 15:34:20 INFO  baseClass:72 - Clicked on the CheckBox
2024-10-18 15:34:23 INFO  baseClass:76 - Entering Employee Username
2024-10-18 15:34:27 INFO  baseClass:82 - Entering Employee Password
2024-10-18 15:34:31 INFO  baseClass:87 - Entering Employee Password Again
2024-10-18 15:34:32 INFO  baseClass:91 - Clicked on the Save Button
2024-10-18 15:34:39 INFO  baseClass:96 - Clicked on the Profile icon
2024-10-18 15:34:48 INFO  baseClass:102 - SuccessFully Logged Out
2024-10-18 15:34:48 INFO  baseClass:81 - Clossing the Browser
2024-10-18 15:34:54 INFO  baseClass:67 - The URL is Opening
2024-10-18 15:34:58 INFO  baseClass:21 - Entering the Employee Username
2024-10-18 15:35:02 INFO  baseClass:26 - Entering the Employee Password
2024-10-18 15:35:06 INFO  baseClass:31 - Clicked On the LoginButton
2024-10-18 15:35:10 INFO  baseClass:36 - Validating the Username is Correct
2024-10-18 15:35:10 INFO  baseClass:40 - Clicking on the Profile Icon
2024-10-18 15:35:17 INFO  baseClass:46 - Successfully Logged Out
2024-10-18 15:35:18 INFO  baseClass:81 - Clossing the Browser
2024-10-18 15:35:28 INFO  baseClass:67 - The URL is Opening
2024-10-18 15:35:32 INFO  baseClass:26 - Entering the Username
2024-10-18 15:35:35 INFO  baseClass:30 - Entering the Password
2024-10-18 15:35:38 INFO  baseClass:35 - Clicked on the login Button
2024-10-18 15:35:39 INFO  baseClass:41 - Clicked on Information
2024-10-18 15:35:48 INFO  baseClass:47 - Clicked on the Nationality
2024-10-18 15:35:51 INFO  baseClass:52 - Selected the Nationality 
2024-10-18 15:35:54 INFO  baseClass:57 - Clicked on the Marital Status
2024-10-18 15:35:58 INFO  baseClass:62 - Selected Marital Status value
2024-10-18 15:36:01 INFO  baseClass:67 - Selected the Gender
2024-10-18 15:36:06 INFO  baseClass:72 - Clicked on Save
2024-10-18 15:36:11 INFO  baseClass:77 - Clicked on the BloodGroup
2024-10-18 15:36:14 INFO  baseClass:82 - Selected the BloodGroup Value
2024-10-18 15:36:17 INFO  baseClass:87 - Clicked on the Save Button
2024-10-18 15:36:18 INFO  baseClass:81 - Clossing the Browser
2024-10-18 15:36:27 INFO  baseClass:67 - The URL is Opening
2024-10-18 15:36:32 INFO  baseClass:37 - Entering the UserName
2024-10-18 15:36:35 INFO  baseClass:42 - Entering the Password
2024-10-18 15:36:38 INFO  baseClass:47 - Clicked on the Login Button
2024-10-18 15:36:43 INFO  baseClass:53 - Clicked on the Personal Information tab
2024-10-18 15:36:47 INFO  baseClass:59 - Clicked on the Qualification Link
2024-10-18 15:36:50 INFO  baseClass:64 - Clicked on the WorkExperience AddButton
2024-10-18 15:36:53 INFO  baseClass:69 - Entered the Company Name
2024-10-18 15:36:57 INFO  baseClass:74 - Entered the Job Position
2024-10-18 15:37:00 INFO  baseClass:79 - Entered the FromDate
2024-10-18 15:37:03 INFO  baseClass:84 - Entered the ToDate
2024-10-18 15:37:09 INFO  baseClass:89 - Clicked on the Save Button
2024-10-18 15:37:11 INFO  baseClass:94 - Clicked on the Education Add Button
2024-10-18 15:37:15 INFO  baseClass:99 - Clicked on the Education Level
2024-10-18 15:37:17 INFO  baseClass:104 - Entered the Education Level
2024-10-18 15:37:21 INFO  baseClass:109 - Entered the Institution name
2024-10-18 15:37:24 INFO  baseClass:114 - Entered the Course Name
2024-10-18 15:37:28 INFO  baseClass:119 - Entered the Completed Year
2024-10-18 15:37:31 INFO  baseClass:124 - Entered the CGPA
2024-10-18 15:37:34 INFO  baseClass:129 - Entered the From Date
2024-10-18 15:37:38 INFO  baseClass:134 - Entered the To Date
2024-10-18 15:37:41 INFO  baseClass:139 - Clicked the Save Button
2024-10-18 15:37:41 INFO  baseClass:81 - Clossing the Browser
2024-10-18 15:37:48 INFO  baseClass:67 - The URL is Opening
2024-10-18 15:37:49 INFO  baseClass:33 - Entered the Admin Username
2024-10-18 15:37:52 INFO  baseClass:38 - Entered the Admin Password
2024-10-18 15:37:58 INFO  baseClass:43 - Clicked on the Login Button
2024-10-18 15:38:03 INFO  baseClass:49 - Clicked on the PIM
2024-10-18 15:38:07 INFO  baseClass:54 - Checked the EmployeeList is selected OR Not
2024-10-18 15:38:14 INFO  baseClass:60 - Entered the Employee Name
2024-10-18 15:38:17 INFO  baseClass:65 - Clicked on the Submit button
2024-10-18 15:38:20 INFO  baseClass:70 - Displayed the Msg
2024-10-18 15:38:23 INFO  baseClass:75 - Validated the Id is Same
2024-10-18 15:38:28 INFO  baseClass:80 - Clicked on the Delete Button
2024-10-18 15:38:31 INFO  baseClass:85 - Confirm Delete
2024-10-18 15:45:00 INFO  baseClass:67 - The URL is Opening
2024-10-18 15:45:02 INFO  baseClass:23 - Entering the Admin Username
2024-10-18 15:45:04 INFO  baseClass:28 - Entering the Admin Password
2024-10-18 15:45:12 INFO  baseClass:34 - Clicked on the Login Button
2024-10-18 15:45:12 INFO  baseClass:38 - Clicked on the Profile
2024-10-18 15:45:17 INFO  baseClass:43 - Successfully Logged Out
2024-10-18 15:45:20 INFO  baseClass:81 - Clossing the Browser
2024-10-18 15:45:29 INFO  baseClass:67 - The URL is Opening
2024-10-18 15:45:32 INFO  baseClass:26 - Entering Admin Username
2024-10-18 15:45:34 INFO  baseClass:31 - Entering the Admin Password
2024-10-18 15:45:38 INFO  baseClass:36 - Clicked the Login Button
2024-10-18 15:45:42 INFO  baseClass:42 - Clicked on the PIM
2024-10-18 15:45:52 INFO  baseClass:47 - Clicked on the AddEmployee tab
2024-10-18 15:45:57 INFO  baseClass:52 - Entering Employee first name
2024-10-18 15:46:01 INFO  baseClass:57 - Entering Employee Middle Name
2024-10-18 15:46:05 INFO  baseClass:62 - Entering Employee Last Name
2024-10-18 15:46:14 INFO  baseClass:67 - Entering Employee ID Number
2024-10-18 15:46:18 INFO  baseClass:72 - Clicked on the CheckBox
2024-10-18 15:46:20 INFO  baseClass:76 - Entering Employee Username
2024-10-18 15:46:25 INFO  baseClass:82 - Entering Employee Password
2024-10-18 15:46:29 INFO  baseClass:87 - Entering Employee Password Again
2024-10-18 15:46:30 INFO  baseClass:91 - Clicked on the Save Button
2024-10-18 15:46:37 INFO  baseClass:96 - Clicked on the Profile icon
2024-10-18 15:46:45 INFO  baseClass:102 - SuccessFully Logged Out
2024-10-18 15:46:45 INFO  baseClass:81 - Clossing the Browser
2024-10-18 15:46:53 INFO  baseClass:67 - The URL is Opening
2024-10-18 15:46:57 INFO  baseClass:21 - Entering the Employee Username
2024-10-18 15:47:01 INFO  baseClass:26 - Entering the Employee Password
2024-10-18 15:47:04 INFO  baseClass:31 - Clicked On the LoginButton
2024-10-18 15:47:07 INFO  baseClass:36 - Validating the Username is Correct
2024-10-18 15:47:07 INFO  baseClass:40 - Clicking on the Profile Icon
2024-10-18 15:47:17 INFO  baseClass:46 - Successfully Logged Out
2024-10-18 15:47:17 INFO  baseClass:81 - Clossing the Browser
2024-10-18 15:47:25 INFO  baseClass:67 - The URL is Opening
2024-10-18 15:47:30 INFO  baseClass:26 - Entering the Username
2024-10-18 15:47:33 INFO  baseClass:30 - Entering the Password
2024-10-18 15:47:36 INFO  baseClass:35 - Clicked on the login Button
2024-10-18 15:47:37 INFO  baseClass:41 - Clicked on Information
2024-10-18 15:47:46 INFO  baseClass:47 - Clicked on the Nationality
2024-10-18 15:47:49 INFO  baseClass:52 - Selected the Nationality 
2024-10-18 15:47:53 INFO  baseClass:57 - Clicked on the Marital Status
2024-10-18 15:47:56 INFO  baseClass:62 - Selected Marital Status value
2024-10-18 15:47:59 INFO  baseClass:67 - Selected the Gender
2024-10-18 15:48:05 INFO  baseClass:72 - Clicked on Save
2024-10-18 15:48:09 INFO  baseClass:77 - Clicked on the BloodGroup
2024-10-18 15:48:12 INFO  baseClass:82 - Selected the BloodGroup Value
2024-10-18 15:48:15 INFO  baseClass:87 - Clicked on the Save Button
2024-10-18 15:48:16 INFO  baseClass:81 - Clossing the Browser
2024-10-18 15:48:24 INFO  baseClass:67 - The URL is Opening
2024-10-18 15:48:29 INFO  baseClass:37 - Entering the UserName
2024-10-18 15:48:33 INFO  baseClass:42 - Entering the Password
2024-10-18 15:48:37 INFO  baseClass:47 - Clicked on the Login Button
2024-10-18 15:48:42 INFO  baseClass:53 - Clicked on the Personal Information tab
2024-10-18 15:48:45 INFO  baseClass:59 - Clicked on the Qualification Link
2024-10-18 15:48:49 INFO  baseClass:64 - Clicked on the WorkExperience AddButton
2024-10-18 15:48:52 INFO  baseClass:69 - Entered the Company Name
2024-10-18 15:48:56 INFO  baseClass:74 - Entered the Job Position
2024-10-18 15:48:59 INFO  baseClass:79 - Entered the FromDate
2024-10-18 15:49:02 INFO  baseClass:84 - Entered the ToDate
2024-10-18 15:49:08 INFO  baseClass:89 - Clicked on the Save Button
2024-10-18 15:49:10 INFO  baseClass:94 - Clicked on the Education Add Button
2024-10-18 15:49:14 INFO  baseClass:99 - Clicked on the Education Level
2024-10-18 15:49:16 INFO  baseClass:104 - Entered the Education Level
2024-10-18 15:49:20 INFO  baseClass:109 - Entered the Institution name
2024-10-18 15:49:23 INFO  baseClass:114 - Entered the Course Name
2024-10-18 15:49:27 INFO  baseClass:119 - Entered the Completed Year
2024-10-18 15:49:30 INFO  baseClass:124 - Entered the CGPA
2024-10-18 15:49:33 INFO  baseClass:129 - Entered the From Date
2024-10-18 15:49:37 INFO  baseClass:134 - Entered the To Date
2024-10-18 15:49:40 INFO  baseClass:139 - Clicked the Save Button
2024-10-18 15:49:40 INFO  baseClass:81 - Clossing the Browser
2024-10-18 15:49:49 INFO  baseClass:67 - The URL is Opening
